Restaurant Name,City,Address,Locality,Longitude,Latitude,Cuisines,Price range
Crudo Juicery,Gurgaon,"SF-85, Galleria Market, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4",77.0819435,28.4674868,"Beverages, Salad",1
Fork with Stick,Gurgaon,"SF-12, 1st Floor, DLF Galleria Market, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4",77.0823032,28.4674317,Chinese,2
Uptown Fresh Beer Cafe,Gurgaon,"106, DLF Galleria, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4",77.0812241,28.4675073,"Finger Food, North Indian, Italian, European, Continental",4
Barista,Gurgaon,"Lower Ground Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1",77.09313545,28.47582155,Cafe,2
Cafe Coffee Day,Gurgaon,"Upper Ground Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1",77.09359512,28.47548941,Cafe,1
Domino's Pizza,Gurgaon,"Food Court, 3rd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1",77.09308315,28.47577587,"Pizza, Fast Food",2
Italiano,Gurgaon,"7, Food Court, 3rd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1",77.09323503,28.47573225,Italian,3
McDonald's,Gurgaon,"314-315, Food Court, 3rd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1",77.09302582,28.47586163,"Fast Food, Burger",2
Parantha Gurus,Gurgaon,"5, Food Court, 3rd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1",77.09312875,28.47574493,North Indian,2
Pizza Hut Delivery,Gurgaon,"Ground Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1",77.09333964,28.47626303,"Italian, Pizza, Fast Food",2
Sibang Bakery,Gurgaon,"First Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1",77.09336612,28.47581065,"Bakery, Desserts, Fast Food",1
Sonya Bakery Cafe,Gurgaon,"Lower Ground Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1",77.093094,28.4759094,"Bakery, Desserts, Beverages",1
Subway,Gurgaon,"Food Court, 3rd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1",77.09308684,28.47568922,"American, Fast Food, Salad, Healthy Food",2
Viva Hyderabad,Gurgaon,"Food Court, 3rd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1",77.09311534,28.4756627,"Biryani, North Indian",2
7 Barrel Brew Pub,Gurgaon,"242A & 242B, 1st & 2nd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1",77.09335439,28.4761926,"North Indian, Continental, Chinese, Japanese, Italian, Thai",4
Wai Yu Mun Ching,Gurgaon,"5, Food Court, 3rd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1",77.09319044,28.47567184,"Chinese, Thai",2
Baskin Robbins,Gurgaon,"Ground Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1",77.0930171,28.4757632,Ice Cream,1
KFC,Gurgaon,"MS-44, Upper Ground Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1",77.09351432,28.47650794,"American, Fast Food, Burger",2
Burmese Kitchen Plus,Gurgaon,"DLF Phase 1, Gurgaon",DLF Phase 1,77.1002873,28.4778552,"Burmese, Chinese, Thai",2
Drinks Come True,Gurgaon,"B-5/8, Near Qutab Plaza, DLF Phase 1, Gurgaon",DLF Phase 1,77.0993882,28.4693415,"Beverages, Juices",1
Eat All Nite,Gurgaon,"H Block, DLF Phase 1, Gurgaon",DLF Phase 1,77.0935886,28.4726847,"North Indian, Chinese, Fast Food",2
Frontier,Gurgaon,"D-89, Shopping Mall, Arjun Marg, DLF Phase 1, Gurgaon",DLF Phase 1,77.0997478,28.4660588,Bakery,1
GenY Cuisines,Gurgaon,"A-55/2, Near DLF Mega Mall, DLF Phase 1, Gurgaon",DLF Phase 1,77.0922847,28.4733215,"Chinese, Mexican, Fast Food, Continental",1
K Raga's,Gurgaon,"A-55/12, Behind DT Mega Mall, DLF Phase 1, Gurgaon",DLF Phase 1,77.0923747,28.4733301,"North Indian, Mughlai",2
Kangri,Gurgaon,"A Block, DLF Phase 1, Gurgaon",DLF Phase 1,77.07935278,28.46121389,Kashmiri,2
Makhmali Kebabs,Gurgaon,"Arjun Marg Market, DLF Phase 1, Gurgaon",DLF Phase 1,77.0992983,28.4661053,Mughlai,2
Masala Ville,Gurgaon,"DLF Phase 1, Gurgaon",DLF Phase 1,77.0984902,28.471636,"North Indian, Mughlai",2
Night Food Xprs,Gurgaon,"DLF Phase 1, Gurgaon",DLF Phase 1,77.0993882,28.4693415,"Chinese, North Indian",2
Roti Boti,Gurgaon,"Pillar No. 12, Opposite Sikanderpur Rapid Metro Station,DLF Phase 1 Road",DLF Phase 1,77.092856,28.481301,"North Indian, Mughlai, Fast Food",2
Sama Chicken Biryani,Gurgaon,"2020, Main Road, Near Union Bank, Saraswati Vihar, DLF Phase 1, Gurgaon",DLF Phase 1,77.0948286,28.48187686,"Biryani, North Indian",1
Subway,Gurgaon,"D-144, Shopping Mall, Arjun Marg, DLF Phase 1, Gurgaon",DLF Phase 1,77.0997478,28.4657898,"American, Fast Food, Salad, Healthy Food",2
The Rolling Pin Bakery,Gurgaon,"C-9/9-D, DLF Phase 1, Gurgaon",DLF Phase 1,77.0983092,28.4679828,Bakery,2
Weird Time Food,Gurgaon,"DLF Phase 1, Gurgaon",DLF Phase 1,77.074163,28.477689,"Continental, Fast Food",2
Twigly,Gurgaon,"H Block, DLF Phase 1, Gurgaon",DLF Phase 1,77.0923421,28.4803156,"Continental, Italian, Pizza, Asian",2
Asian Haus,Gurgaon,"16/6, H Block, DLF Phase 1, Gurgaon",DLF Phase 1,77.1003687,28.4778418,"Chinese, Thai, Asian, Malaysian, Vietnamese, Japanese",3
Beyond Breads,Gurgaon,"Behind DT Mega Mall, DLF Phase 1, Gurgaon",DLF Phase 1,77.0922847,28.4733215,"Bakery, Desserts",1
Biryani By Kilo,Gurgaon,"H-16/6, Ground Floor, DLF Phase 1, Gurgaon",DLF Phase 1,77.1002873,28.4780345,"Biryani, Mughlai",2
Captain Grub,Gurgaon,"DLF Phase 1, Gurgaon",DLF Phase 1,77.0997478,28.4660588,"American, Fast Food",3
Pita Pit,Gurgaon,"DLF Phase 1, Gurgaon",DLF Phase 1,77.1002873,28.4778552,"Healthy Food, Salad",2
Rawleaf,Gurgaon,"DLF Phase 1, Gurgaon",DLF Phase 1,77.0957016,28.4694359,"Healthy Food, Salad",2
Sushi Haus,Gurgaon,"16/6, H Block, DLF Phase 1, Gurgaon",DLF Phase 1,77.1003772,28.4778638,"Japanese, Sushi",3
Eggzellent,Gurgaon,"Plot H-16/6, DLF Phase 1, Gurgaon",DLF Phase 1,77.10031841,28.47773187,Fast Food,1
High On Tea,Gurgaon,"3rd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon",DLF Phase 1,77.09313076,28.47580623,"Cafe, Tea",1
Sona Bridge Hotel,Gurgaon,"F-9/14, DLF Phase 1, Gurgaon",DLF Phase 1,77.1,28.47,Chinese,1
Yo! Dimsum,Gurgaon,"Shopping Mall, Arjun Marg, DLF Phase 1, Gurgaon",DLF Phase 1,77.0988037,28.4661923,"Fast Food, Chinese",1
Angrezee Choupal,Gurgaon,"N Block, DLF Phase 2, Gurgaon",DLF Phase 2,77.0860801,28.4827659,"North Indian, Chinese, Italian",2
Ashoka Snacks Corner,Gurgaon,"Opposite 15 Dakshin Marg, DLF Phase 2, Gurgaon",DLF Phase 2,77.0860056,28.4828445,"Street Food, Chinese, North Indian",1
Chefoncalls,Gurgaon,"N4/19,  N-Block, DLF Phase 2, Gurgaon",DLF Phase 2,0,0,North Indian,1
Corp Kitchen,Gurgaon,"J 10/7, DLF Phase 2, Gurgaon",DLF Phase 2,77.08986362,28.48211622,"North Indian, Chinese, Continental",2
Good Food,Gurgaon,"DLF Phase 2, Gurgaon",DLF Phase 2,0,0,Healthy Food,1
Mahek By Greenz,Gurgaon,"A 201, Belvedere Towers, DLF Phase 2, Gurgaon",DLF Phase 2,0,0,North Indian,1
Pao King,Gurgaon,"K-13/3, DLF Phase 2, Gurgaon",DLF Phase 2,77.0826144,28.4840963,Street Food,1
Prabhat Fast Food Corner,Gurgaon,"Opposite Plot 14, Sector 18, Near DLF Phase 2, Gurgaon",DLF Phase 2,77.0843715,28.490311,"Chinese, North Indian",1
Shama Chicken Corner,Gurgaon,"K-7/41A, DLF Phase 2, Gurgaon",DLF Phase 2,77.0860801,28.4823177,Mughlai,1
Unique Food Hut,Gurgaon,"M 9, DLF Phase 2, Gurgaon",DLF Phase 2,77.082573,28.4904966,"Fast Food, North Indian, Beverages",2
A 1 - Snacks and food corner,Gurgaon,"Shop 2, U-73, DLF Phase 3, Gurgaon",DLF Phase 3,77.0942076,28.4899921,"North Indian, Chinese, Fast Food",1
Anandum,Gurgaon,"S 31/1, Main Road, Near St. Stephen's Hospital, DLF Phase 3, Gurgaon",DLF Phase 3,77.1034343,28.486136,South Indian,1
Apni Rasoi,Gurgaon,"U 1/52-53, DLF Phase 3, Gurgaon",DLF Phase 3,77.0936335,28.4912907,"North Indian, Chinese",1
Banke Bihari Bhojanalay,Gurgaon,"U-8/26, DLF Phase 3, Gurgaon",DLF Phase 3,77.0935436,28.4934335,"Mithai, Street Food, North Indian",1
Biryani 365,Gurgaon,"U/15/27, DLF Phase 3, Gurgaon",DLF Phase 3,77.0957016,28.4948958,Mughlai,2
Bro's Kitchenette,Gurgaon,"67/53/54, DLF Phase 3, Gurgaon",DLF Phase 3,77.09530905,28.48826511,"Fast Food, Street Food, Beverages",1
Cafe Coffee Day,Gurgaon,"Cyber Green, Nathupur, DLF Phase 3, Gurgaon",DLF Phase 3,77.09327124,28.49457813,Cafe,1
Cafe Coffee Day,Gurgaon,"IBP Petrol Pump, Nathupur, DLF Phase 3, Gurgaon",DLF Phase 3,77.09158514,28.49034965,Cafe,1
Cafe Du Rendezvous,Gurgaon,"Shop 12 & 13, U-25/31A, Pink Town House Road, Opposite Shemrock School, DLF Phase 3, Gurgaon",DLF Phase 3,77.0998522,28.4947415,"Cafe, Street Food",1
Cake 24x7,Gurgaon,"S-27/9, Shop  5, DLF Phase 3, Gurgaon",DLF Phase 3,77.1038389,28.4874747,Bakery,2
Cake On Wheels,Gurgaon,"S-27/9, The Village Super Mart, Opposite Pullman Hotel, DLF Phase 3, Gurgaon",DLF Phase 3,77.1047829,28.4874309,"Bakery, Desserts, Fast Food",1
Cake Point,Gurgaon,"U-1/29, DLF Phase 3, Gurgaon",DLF Phase 3,77.0939033,28.4902409,"Bakery, Desserts",2
Cake Point,Gurgaon,"S-27/9 H, DLF Phase 3, Gurgaon",DLF Phase 3,77.1038389,28.487654,"Bakery, Desserts",2
Cakes Degree,Gurgaon,"U 44/31-1, DLF Phase 3, Gurgaon",DLF Phase 3,77.094263,28.4923373,Bakery,1
Chateau Garlic,Gurgaon,"DLF Phase 3, Gurgaon",DLF Phase 3,77.10263249,28.48750366,"North Indian, Chinese",2
Chennai Express,Gurgaon,"1st Floor, Near Phase 3 Rapid Metro Station, DLF Phase 3, Gurgaon",DLF Phase 3,77.0939932,28.4931181,"South Indian, North Indian",1
Crust N Cakes,Gurgaon,"DLF Phase 3, Gurgaon",DLF Phase 3,77.0922847,28.4911611,Bakery,2
Dabba Meat,Gurgaon,"U Block 1/16, DLF Phase 3, Gurgaon",DLF Phase 3,77.0930322,28.4906544,North Indian,2
Deepak Rasoi,Gurgaon,"U-54/21, DLF Phase 3, Gurgaon",DLF Phase 3,77.0951644,28.4897671,"North Indian, Chinese",1
Foodaucity - Bum Bum Bholey Ke Chole Bhature,Gurgaon,"Near Rapid Metro, DLF Phase 3, Gurgaon",DLF Phase 3,77.0937234,28.4938093,Street Food,1
Foodies Nation,Gurgaon,"U-10/25, DLF phase 3, Gurgaon, Haryana-122001, DLF Phase 3, Gurgaon",DLF Phase 3,0,0,"Chinese, North Indian",1
Goli Vada Pav No. 1,Gurgaon,"Near U Block, Rapid Metro Station, DLF Phase 3, Gurgaon",DLF Phase 3,77.0934537,28.4935145,Street Food,1
Grandma's Kitchen,Gurgaon,"16/26, U Block, DLF Phase 3, Gurgaon",DLF Phase 3,77.0936335,28.49147,"North Indian, South Indian",1
Gurgaon Hights,Gurgaon,"E-04, EWS Complex, Belverde Palace, Main U 16 Road, DLF Phase 3, Gurgaon",DLF Phase 3,77.093679,28.4917895,North Indian,1
Idliss,Gurgaon,"U-10/1, DLF Phase 3, Gurgaon",DLF Phase 3,77.0949823,28.4933028,"South Indian, North Indian, Chinese",1
Indian Home Food,Gurgaon,"U-2/42, Opposite Central Bank ATM, DLF Phase 3, Gurgaon",DLF Phase 3,77.0934537,28.4911838,"North Indian, Chinese",2
Jetha Lal Ka Dhabha,Gurgaon,"Road 9, U-9/50, DLF Phase 3, Gurgaon",DLF Phase 3,77.09503077,28.49332817,"North Indian, Chinese",1
Kusum Rolls,Gurgaon,"U-1/9, DLF Phase 3, Gurgaon",DLF Phase 3,77.092692,28.4907443,"Fast Food, Chinese",1
Megha Vaishno Dhaba,Gurgaon,"U-21/1, Road 15, Near Mother Dairy, DLF Phase 3, Gurgaon",DLF Phase 3,77.0952332,28.4949836,North Indian,1
Nikhil Food Point,Gurgaon,"U-69/3, DLF Phase 3, Gurgaon",DLF Phase 3,77.0947642,28.4899703,"Chinese, North Indian",1
Plan B,Gurgaon,"Opposite City Court, Near Rapid Metro Station, DLF Phase 3, Gurgaon",DLF Phase 3,77.0962564,28.4846488,"North Indian, Chinese, Continental",3
Punjabi Zaika,Gurgaon,"Shop 2, Nathupur Road, Opposite Crossroad Complex, DLF Phase 3, Gurgaon",DLF Phase 3,77.1048728,28.4872602,"North Indian, Mughlai, Chinese",2
Rasoi,Gurgaon,"Shop 11, Nathupur Road, DLF Phase 3, Gurgaon",DLF Phase 3,77.1046906,28.487522,"North Indian, Chinese",2
Roll's Royce,Gurgaon,"U-9/28, DLF Phase 3, Gurgaon",DLF Phase 3,77.0938134,28.4934594,"Fast Food, North Indian",1
Shree Bikaner Misthan Bhandar,Gurgaon,"U-5/50, Road 16, DLF Phase 3, Gurgaon",DLF Phase 3,77.0941281,28.4921002,"Street Food, Mithai",1
Smokey Pan,Gurgaon,"Shop U1/48 ,DLF Phase 3, Gurgaon",DLF Phase 3,77.0945327,28.4899428,"North Indian, Greek, Mughlai",1
Surprise O Meal,Gurgaon,"T-20/18, DLF Phase 3, Gurgaon",DLF Phase 3,77.0935436,28.4911924,"Continental, North Indian, Chinese",2
Tandoor on The Way,Gurgaon,"U-8/45, Near Rapid Metro Station, DLF Phase 3, Gurgaon",DLF Phase 3,77.0935436,28.4931646,Fast Food,1
Tawa N Tandoor,Gurgaon,"U-16/10 DLF Phase 3, Gurgaon",DLF Phase 3,77.0944877,28.4928519,"North Indian, Mughlai, Chinese",2
The Paradise Biryani,Gurgaon,"Pink Town House Market, DLF Phase 3, Gurgaon",DLF Phase 3,77.0994974,28.4942093,"Biryani, North Indian",2
The Royal,Gurgaon,"1st Floor, Rapid Metro Station, DLF Phase 3, Gurgaon",DLF Phase 3,77.0934087,28.4936446,"Fast Food, Beverages",2
Theka Desi Khaana,Gurgaon,"Shop U-16/64, DLF Phase 3, Gurgaon",DLF Phase 3,77.0948924,28.4932941,"North Indian, Chinese",1
Tobasco Kitchen,Gurgaon,"U-9/1, DLF Phase 3, Gurgaon",DLF Phase 3,77.0946676,28.4930484,"Fast Food, Pizza",2
Tpot,Gurgaon,"Rapid Metro Phase 3, DLF Phase 3, Gurgaon",DLF Phase 3,77.0935436,28.4934335,"Fast Food, Beverages",1
Uncle's Cafe,Gurgaon,"75, Behind RBS, DLF Phase 3, Gurgaon",DLF Phase 3,77.094263,28.4900962,"North Indian, Biryani, Fast Food, Chinese",1
Welcome Cafeteria,Gurgaon,"U-8/36, DLF Phase 3, Gurgaon",DLF Phase 3,77.0940363,28.4931115,"North Indian, Mughlai",2
Yo Yo China Town,Gurgaon,"S 31A/1, Near St. Stephen's Hospital, DLF Phase 3, Gurgaon",DLF Phase 3,77.093805,28.49330872,"Chinese, North Indian, South Indian",1
Caterspoint,Gurgaon,"S-27/11, DLF Phase 3, Gurgaon",DLF Phase 3,77.1039737,28.4872636,"Mexican, American, Healthy Food",2
Bake-a-boo,Gurgaon,"U 55, DLF Phase 3, Gurgaon",DLF Phase 3,77.09623341,28.49025712,Bakery,1
Burger Hut,Gurgaon,"U-6/50, Near Yashwant Department Store, DLF Phase 3, Gurgaon",DLF Phase 3,77.094263,28.4923373,"Burger, Fast Food, Chinese",1
China Gatherings,Gurgaon,"U-75/52, Near RBS Building, DLF Phase 3, Gurgaon",DLF Phase 3,77.0939033,28.4902409,"Chinese, Thai",2
Crazy Bhukkhad,Gurgaon,"U-80, DLF Phase 3, Gurgaon",DLF Phase 3,77.0924646,28.4896545,"North Indian, Chinese",1
Deez Biryani & Kebabs,Gurgaon,"S-27/17, Nathupura, DLF Phase 3, Gurgaon",DLF Phase 3,77.103659,28.4878161,"Biryani, North Indian, Mughlai",2
Fomads,Gurgaon,"U-25/27, Ground Floor, DLF Phase 3, Gurgaon",DLF Phase 3,77.0943525,28.4922725,"North Indian, Chinese",1
Happy Beings,Gurgaon,"50/21, U Block, DLF Phase 3, Gurgaon",DLF Phase 3,77.094627,28.490666,"North Indian, Mughlai, Chinese",2
InstaDozza,Gurgaon,"Inside DLF Phase 3 Rapid Metro Station, DLF Phase 3, Gurgaon",DLF Phase 3,77.0935436,28.4934335,South Indian,1
Mom's Kitchen,Gurgaon,"U-9/26, DLF Phase 3, Gurgaon",DLF Phase 3,77.0938134,28.4937283,North Indian,1
The Baker's Bar  ... Bakery & Cafe,Gurgaon,"16/8, U Block, DLF Phase 3, Gurgaon",DLF Phase 3,77.09333796,28.49088743,"Italian, Lebanese, Fast Food, Bakery",1
Veg Ex,Gurgaon,"DLF Phase 3, Gurgaon",DLF Phase 3,77.1036643,28.4879232,North Indian,2
Volt - By Plan B,Gurgaon,"Moulsari Road, Near Moulsari Arcade, DLF Phase 3, Gurgaon",DLF Phase 3,77.1021761,28.4957118,"Mediterranean, Mughlai, Thai, North Indian, Chinese",3
ZASTY,Gurgaon,"DLF Phase 3, Gurgaon",DLF Phase 3,77.094031,28.492698,"Continental, North Indian, Asian",2
Aahar,Gurgaon,"U-6/50, DLF Phase 3, Gurgaon",DLF Phase 3,77.0943256,28.492384,"North Indian, South Indian, Chinese",1
Chicken Bytes,Gurgaon,"Shop 4, U-6/50, DLF Phase 3, Gurgaon",DLF Phase 3,77.094263,28.4923373,"North Indian, Mughlai, Chinese",2
Flying Cakes,Gurgaon,"Shop 3, U-6/50, DLF Phase 3, Gurgaon",DLF Phase 3,77.0943529,28.4924355,Bakery,1
Punjabi Tadka,Gurgaon,"U-16/24, DLF Phase 3, Gurgaon",DLF Phase 3,77.0937234,28.4914786,North Indian,2
Coldpress Company,Gurgaon,"U79/12 DLF Phase 3, Gurgaon",DLF Phase 3,77.09321138,28.489834,"Healthy Food, Juices, Salad, Italian, Continental",2
Crudo Juicery,Gurgaon,"DLF Phase 3, Gurgaon",DLF Phase 3,77.1049154,28.4871499,"Beverages, Salad, Beverages",1
First Eat,Gurgaon,"DLF Phase 3, Gurgaon",DLF Phase 3,77.094173,28.4904461,"Healthy Food, North Indian, Continental",1
Zoe,Gurgaon,"T-24, Cyber Green, DLF Phase 3, Gurgaon",DLF Phase 3,77.08978873,28.49488428,"Juices, Beverages, Healthy Food",2
Dabba Meat,Gurgaon,"Opposite Hamilton Court, Galleria Road, DLF Phase 4, Gurgaon",DLF Phase 4,77.087429,28.4681035,North Indian,2
Kashmiri Kitchen,Gurgaon,"Near IFFCO Chowk Metro Station, Opposite Metro Pillar 141, DLF Phase 4, Gurgaon",DLF Phase 4,77.0715115,28.4739245,Kashmiri,3
Rumi's Kitchen,Gurgaon,"DLF Phase 4, Gurgaon",DLF Phase 4,77.0858383,28.4700182,"Biryani, Lucknowi, North Indian",2
Baking Bad,Gurgaon,"DLF Phase 4, Gurgaon",DLF Phase 4,77.0813069,28.4666333,"Italian, Pizza",3
Bamboo Boat,Gurgaon,"Behind Supermart 2, DLF Phase 4, Gurgaon",DLF Phase 4,77.0888382,28.4614757,"Japanese, Tibetan, Vietnamese, Korean",2
Big Jack's,Gurgaon,"DLF Phase 4, Gurgaon",DLF Phase 4,77.08591864,28.46970311,"Continental, Burger, American",2
Kebab Gali,Gurgaon,"A 226 & 227, Ground Floor, Super Mart 1, DLF Phase 4, Gurgaon",DLF Phase 4,77.0872491,28.4626173,"North Indian, Mughlai, Biryani",2
Lucknow Mail,Gurgaon,"Shop 4, Plot 1126, DLF Phase 4, Gurgaon",DLF Phase 4,77.0857654,28.4700505,"Awadhi, North Indian, Mughlai",2
Monster's Cafe,Gurgaon,"Opposite DLF Galleria Market, DLF Phase 4, Gurgaon",DLF Phase 4,77.08598737,28.46978122,"Continental, North Indian, Chinese",3
Monty's Chicken Wings,Gurgaon,"E-5, Supermart 2, DLF Phase 4, Gurgaon",DLF Phase 4,77.0881933,28.461408,Fast Food,2
My Country Platter,Gurgaon,"Near Supermart 2, DLF Phase 4, Gurgaon",DLF Phase 4,77.0887329,28.4614598,"Asian, Chinese, North Indian",2
SARA World Cuisine,Gurgaon,"D-10, Supermart 2, DLF Phase 4, Gurgaon",DLF Phase 4,77.0880584,28.4616192,"Italian, Fast Food",2
Wah! Amritsar,Gurgaon,"E-21, Supermart 2, DLF Phase 4, Gurgaon",DLF Phase 4,77.0879685,28.4617002,"North Indian, Mughlai",2
World In A Box,Gurgaon,"DLF Phase 4, Gurgaon",DLF Phase 4,77.0966008,28.4834181,"Healthy Food, European, Continental, Salad",2
Bun Intended,Gurgaon,"DLF Phase 4, Gurgaon",DLF Phase 4,77.08301514,28.46624793,"Burger, American, Fast Food",2
Cafe Gatherings,Gurgaon,"B-133, Supermart 1, DLF Phase 4, Gurgaon",DLF Phase 4,77.0875226,28.4622589,"Cafe, Continental",2
Cafe Soul Garden,Gurgaon,"Next to Supermart 2, DLF Phase 4, Gurgaon",DLF Phase 4,77.0888677,28.4616072,"Cafe, Continental, Italian, Pizza",3
Food O Gram,Gurgaon,"DLF Phase 4, Gurgaon",DLF Phase 4,77.0859584,28.4699579,"North Indian, Mughlai",2
Happy Hakka,Gurgaon,"Super Mart 2, DLF Phase 4, Gurgaon",DLF Phase 4,77.0880135,28.46157,"Chinese, Asian, Thai",2
Kaiser,Gurgaon,"Super Mart 2, DLF Phase 4, Gurgaon",DLF Phase 4,77.088706,28.46147,"North Indian, Mughlai",2
Pizza Central,Gurgaon,"B-210, DLF Super Mart 1, DLF Phase 4, Gurgaon",DLF Phase 4,77.087295,28.4623501,"Fast Food, Italian, Pizza",2
Tasty Fare,Gurgaon,"DLF Phase 5, Gurgaon",DLF Phase 5,77.0957635,28.4486392,"American, Fast Food",2
Burger Point,Gurgaon,"Shop 4, Near Genpact, DLF Phase 5, Gurgaon",DLF Phase 5,77.0978116,28.4495295,"Burger, Fast Food",1
Drifters Cafe,Gurgaon,"Club 5, Club Drive, DLF Phase 5, Gurgaon",DLF Phase 5,77.0951664,28.4477214,"Chinese, Thai, Asian",1
Oh! Fudge,Gurgaon,"DLF Phase 5, Gurgaon",DLF Phase 5,77.0957435,28.4486422,"Bakery, Desserts",1
Anjlika,Gurgaon,"LG-3, DLF South Point Mall, Golf Course Road, Gurgaon","DLF South Point Mall, Golf Course Road",77.0992983,28.447904,"Bakery, Desserts, Fast Food",1
IZU,Gurgaon,"15, Upper Ground Floor, DLF South Point Mall, Golf Course Road, Gurgaon","DLF South Point Mall, Golf Course Road",77.0990285,28.4481471,"Japanese, Sushi",3
Sugar & Spice - Le Marche,Gurgaon,"DLF South Point Mall, Golf Course Road, Gurgaon","DLF South Point Mall, Golf Course Road",77.0994781,28.4476522,"Bakery, Fast Food",2
Bizibean,Gurgaon,"GK-1, Upper Basement, DLF South Point Mall, Golf Course Road, Gurgaon","DLF South Point Mall, Golf Course Road",77.0992084,28.4480747,Cafe,2
ChandChini,Gurgaon,"101 & 101B, 1st Floor, DLF South Mall, Golf Course Road, Gurgaon","DLF South Point Mall, Golf Course Road",77.09939003,28.4478212,"North Indian, Mithai, Chinese, Street Food",2
Coffee & Chai Co.,Gurgaon,"UG-8, DLF South Point Mall, Golf Course Road, Gurgaon","DLF South Point Mall, Golf Course Road",77.0992156,28.4480264,"Italian, Mexican, Cafe",3
Greek Food & Beyond,Gurgaon,"314, 3rd Floor, South Point Mall, Golf Course Road, Gurgaon","DLF South Point Mall, Golf Course Road",77.0990488,28.4479922,"Greek, Mediterranean",3
Mediumwelldone,Gurgaon,"LG-34, DLF South Point Mall, Golf Course Road, Gurgaon","DLF South Point Mall, Golf Course Road",77.0994781,28.4476522,"American, European, North Indian",3
Sonya Bakery Cafe,Gurgaon,"B-202, 2nd Floor, DLF South Point Mall, Golf Course Road, Gurgaon","DLF South Point Mall, Golf Course Road",77.0991634,28.4482945,"Bakery, Desserts, Beverages",1
Soul & Spice Co.,Gurgaon,"UG-7, DLF South Point Mall, Golf Course Road, Gurgaon","DLF South Point Mall, Golf Course Road",77.0991184,28.448066,"North Indian, Street Food, Beverages",3
7 Degrees Brauhaus,Gurgaon,"310 & 311, 3rd Floor, DLF South Point Mall, Golf Course Road, Gurgaon","DLF South Point Mall, Golf Course Road",77.0992983,28.448173,"Continental, North Indian, European, Finger Food",4
Cafe Amaretto,Gurgaon,"Ground Floor, DLF South Point Mall, Golf Course Road, Gurgaon","DLF South Point Mall, Golf Course Road",77.0991184,28.4481557,"Cafe, Italian, European, Bakery",3
Sibang Bakery,Gurgaon,"108, 1st Floor, DLF South Point Mall, Golf Course Road, Gurgaon","DLF South Point Mall, Golf Course Road",77.0993432,28.4472358,"Bakery, Desserts, Beverages",2
The Hangout by 1861,Gurgaon,"2, Lower Ground Floor, DLF South Point Mall, Golf Course Road, Gurgaon","DLF South Point Mall, Golf Course Road",77.0993882,28.4477333,"Continental, American, Italian",3
The Mad Teapot/The Wishing Chair,Gurgaon,"Lower Ground Floor , DLF South Point Mall, Golf Course Road, Gurgaon","DLF South Point Mall, Golf Course Road",77.0994781,28.4476522,"Cafe, Italian, Bakery",3
Ninkasi Imperial Brews & Cookery,Gurgaon,"201-204, 2nd Floor, DLF Star Mall, Sector 30, Gurgaon","DLF Star Mall, Sector 30",77.0526236,28.4616176,"North Indian, Asian, European",4
Zaffran,Gurgaon,"LG-001, DLF Star Mall, NH-8, Sector 30, Gurgaon","DLF Star Mall, Sector 30",77.0525451,28.4616552,"North Indian, Mughlai",3
Spiritual Bar & Lounge-DoubleTree by Hilton,Gurgaon,"DoubleTree by Hilton, Golf Course Road, Sector 56, Gurgaon","DoubleTree by Hilton, Sector 56",77.104693,28.4221468,"Pizza, Italian",4
The Food Store - DoubleTree by Hilton,Gurgaon,"DoubleTree by Hilton, Golf Course Road, Sector 56, Gurgaon","DoubleTree by Hilton, Sector 56",77.104693,28.4221468,"European, Italian",4
Barista,Gurgaon,"Ground Floor, DT City Centre Mall, MG Road, Gurgaon","DT City Centre Mall, MG Road",77.0808644,28.4788581,Cafe,2
